bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR,fileName,encoder,satd,qp
,,,,,Campfire,intra,8x8-4,22
,,,,,Campfire,intra,8x8-4,22
,,,,,Campfire,intra,8x8-4,27
,,,,,Campfire,intra,8x8-4,27
,,,,,Campfire,intra,8x8-4,32
,,,,,Campfire,intra,8x8-4,32
,,,,,Campfire,intra,8x8-4,37
,,,,,Campfire,intra,8x8-4,37
