bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR,fileName,encoder,satd,qp
,,,,,FourPeople,lowdelay,8x8-5,22
,,,,,FourPeople,lowdelay,8x8-5,22
,,,,,FourPeople,lowdelay,8x8-5,27
,,,,,FourPeople,lowdelay,8x8-5,27
,,,,,FourPeople,lowdelay,8x8-5,32
,,,,,FourPeople,lowdelay,8x8-5,32
,,,,,FourPeople,lowdelay,8x8-5,37
,,,,,FourPeople,lowdelay,8x8-5,37
