bitrate,Y_PSNR,U_PSNR,V_PSNR,YUV_PSNR,fileName,qp,cfg,satd
26441.46,42.3752,44.0599,45.5759,43.0326,BQMall,22,intra,Preciso
16232.505,39.3991,41.6305,42.7181,40.1355,BQMall,27,intra,Preciso
9756.39,36.1986,39.5801,40.2553,37.1207,BQMall,32,intra,Preciso
5550.615,32.8714,38.0879,38.7912,34.0662,BQMall,37,intra,Preciso
